7.36,0.27,0.36,20.7,0.045,45.0,170.0,1.001,3.0,0.45,8.8,6.0,1.0
6.3,0.3,0.34,1.6,0.043,14.0,132.0,0.993,3.3,0.49,9.5,6.0,1.0
8.1,0.28,0.4,6.9,0.05,30.0,97.0,0.997,3.26,0.44,10.1,6.0,1.0
7.2,0.23,0.32,8.5,0.058,47.0,186.0,0.9956,3.19,0.4,9.9,6.0,1.0
7.2,0.23,0.32,8.5,0.058,32.426,186.0,0.9956,3.155,0.4,9.9,6.0,1.0
8.1,0.28,0.4,6.9,0.05,30.0,97.0,0.9951,3.26,0.44,10.1,6.0,1.0
6.2,0.32,0.16,8.796,0.045,30.0,136.0,0.9949,3.18,0.47,9.6,6.0,1.0
7.368,0.261,0.36,20.7,0.045,45.0,170.0,1.001,3.0,0.45,8.8,5.0,1.0
6.3,0.3,0.34,1.6,0.049,25.746,132.0,0.994,3.3,0.49,9.5,6.0,1.0
8.1,0.22,0.43,1.5,0.044,28.0,129.0,0.9938,3.22,0.45,11.0,6.0,1.0
8.1,0.27,0.41,1.45,0.033,11.0,85.854,0.9908,2.99,0.56,11.112,5.0,1.0
8.6,0.23,0.371,4.2,0.035,17.0,109.0,0.9947,3.14,0.53,9.7,5.0,1.0
7.9,0.27,0.37,1.2,0.039,16.0,75.0,0.992,3.18,0.425,10.8,5.0,1.0
6.6,0.24,0.4,1.5,0.044,48.0,120.118,0.9912,3.54,0.52,11.026,7.0,1.0
8.3,0.42,0.62,19.25,0.04,41.0,172.0,1.0002,2.98,0.67,9.7,5.0,1.0
6.6,0.17,0.38,1.5,0.032,28.0,112.0,0.9914,3.25,0.55,11.4,7.0,1.0
6.3,0.237,0.04,1.1,0.046,30.0,99.0,0.9928,3.24,0.516,9.6,6.0,1.0
6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,8.0,1.0
7.4,0.34,0.42,1.1,0.038,17.0,90.702,0.9917,3.12,0.53,11.3,6.0,1.0
6.5,0.31,0.14,7.5,0.044,34.0,133.0,0.9955,3.22,0.5,9.5,5.0,1.0
6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,8.0,1.0
6.4,0.31,0.38,2.161,0.038,19.0,102.0,0.9912,3.17,0.35,11.0,6.0,1.0
6.8,0.26,0.42,1.759,0.049,41.0,122.0,0.993,3.47,0.48,10.5,8.0,1.0
7.6,0.67,0.14,1.5,0.067,25.0,168.0,0.9937,3.193,0.494,9.3,5.0,1.0
6.6,0.27,0.41,1.3,0.052,16.0,142.0,0.9951,3.42,0.47,10.718,6.0,1.0
