7.409,0.27,0.36,20.7,0.045,45.0,170.0,1.001,3.0,0.45,8.8,6.0,1.0
6.3,0.229,0.324,1.456,0.049,20.598,105.151,0.994,3.3,0.49,10.768,6.0,1.0
8.1,0.259,0.4,8.921,0.05,30.0,97.0,0.997,3.26,0.44,10.1,5.0,1.0
7.2,0.23,0.32,8.5,0.058,47.0,186.0,0.9956,3.19,0.4,9.9,6.0,1.0
6.742,0.257,0.32,8.5,0.058,47.0,186.0,0.997,3.19,0.4,9.9,6.0,1.0
8.1,0.296,0.4,3.559,0.05,30.0,97.0,0.9951,3.26,0.44,10.1,6.0,1.0
6.2,0.256,0.16,7.0,0.045,30.0,136.0,0.9949,3.18,0.47,9.6,5.0,1.0
7.0,0.261,0.36,20.7,0.05,45.0,170.0,1.001,3.0,0.45,9.257,6.0,1.0
6.892,0.3,0.34,1.6,0.049,20.803,107.647,0.994,3.3,0.49,9.5,6.0,1.0
8.1,0.22,0.43,1.5,0.044,28.0,129.0,0.9938,3.22,0.45,11.0,5.0,1.0
8.1,0.27,0.41,1.45,0.044,11.0,63.0,0.9908,2.99,0.56,10.539,5.0,1.0
8.6,0.23,0.361,4.2,0.035,17.0,109.0,0.9947,3.14,0.53,9.7,5.0,1.0
7.9,0.18,0.344,1.529,0.04,20.939,75.0,0.992,3.18,0.63,10.608,5.0,1.0
6.6,0.16,0.282,1.5,0.044,20.095,99.009,0.9912,3.54,0.488,12.4,7.0,1.0
7.253,0.42,0.368,19.25,0.04,37.899,172.0,1.0002,2.98,0.67,9.7,5.0,1.0
6.6,0.17,0.38,1.5,0.032,20.549,112.0,0.9914,3.25,0.55,11.4,7.0,1.0
6.3,0.229,0.04,1.1,0.046,30.0,99.0,0.992,3.239,0.36,9.6,6.0,1.0
6.2,0.66,0.48,1.2,0.035,25.368,75.0,0.9892,3.33,0.39,12.8,8.0,1.0
6.685,0.34,0.322,1.1,0.042,17.0,104.493,0.9917,3.12,0.53,11.3,6.0,1.0
6.5,0.31,0.14,7.5,0.044,35.848,133.0,0.9955,3.195,0.5,9.5,5.0,1.0
6.2,0.66,0.48,3.681,0.029,29.0,75.0,0.9892,3.23,0.39,12.8,6.0,1.0
6.4,0.31,0.38,2.9,0.038,19.0,102.0,0.9912,3.17,0.35,11.0,7.0,1.0
6.8,0.26,0.42,1.7,0.049,41.0,122.0,0.993,3.47,0.498,10.5,8.0,1.0
7.6,0.382,0.34,1.85,0.074,19.72,168.0,0.9937,3.141,0.51,9.593,5.0,1.0
6.776,0.231,0.33,1.3,0.042,16.0,142.0,0.993,3.42,0.47,10.0,5.0,1.0
7.0,0.25,0.32,8.663,0.046,56.0,149.944,0.9955,3.25,0.5,9.639,6.0,1.0
6.697,0.229,0.35,1.0,0.052,35.0,146.0,0.993,3.45,0.44,10.0,6.0,1.0
7.0,0.28,0.39,8.7,0.051,32.0,141.0,0.996,3.38,0.478,10.5,6.0,1.0
7.4,0.27,0.48,1.1,0.047,17.0,132.0,0.9914,3.222,0.498,11.6,6.0,1.0
7.2,0.32,0.36,2.0,0.042,37.0,114.0,0.9906,3.1,0.71,12.3,7.0,1.0
8.5,0.261,0.342,9.134,0.044,20.0,142.0,0.9974,3.145,0.53,10.0,6.0,1.0
6.706,0.14,0.322,1.1,0.042,7.0,47.0,0.9934,3.223,0.496,10.2,6.0,1.0
6.781,0.23,0.36,2.05,0.05,31.0,106.325,0.992,3.19,0.5,10.8,6.0,1.0
6.2,0.12,0.34,8.541,0.047,43.0,117.0,0.996,3.42,0.51,9.0,6.0,1.0
5.8,0.255,0.297,14.95,0.044,22.0,179.0,0.9962,3.37,0.37,9.733,5.0,1.0
7.3,0.28,0.43,1.7,0.08,21.0,123.0,0.9905,3.19,0.42,12.8,5.0,1.0
6.5,0.39,0.23,5.4,0.051,25.0,149.0,0.9934,3.178,0.35,10.0,5.0,1.0
7.0,0.229,0.32,1.2,0.042,38.0,138.0,0.9906,3.13,0.28,11.2,5.0,1.0
7.3,0.24,0.39,9.342,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,5.0,1.0
7.216,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,5.0,1.0
6.7,0.23,0.39,1.884,0.172,19.793,158.0,0.9937,3.13,0.36,9.4,6.0,1.0
6.7,0.24,0.39,2.9,0.173,63.0,157.0,0.9937,3.1,0.34,9.4,6.0,1.0
7.0,0.31,0.26,8.722,0.069,28.0,160.0,0.996,3.13,0.46,9.6,6.0,1.0
6.6,0.24,0.27,1.481,0.057,33.0,106.273,0.9934,3.22,0.56,10.713,6.0,1.0
6.7,0.23,0.26,1.4,0.06,33.0,106.643,0.9934,3.24,0.56,9.5,5.0,1.0
6.869,0.18,0.31,1.4,0.058,38.0,167.0,0.9931,3.205,0.53,10.0,7.0,1.0
6.573,0.256,0.26,4.4,0.063,63.0,206.0,0.996,3.27,0.52,9.616,4.0,1.0
6.2,0.46,0.23,4.4,0.066,23.172,207.0,0.9939,3.375,0.52,9.8,5.0,1.0
6.759,0.31,0.26,7.4,0.048,28.0,160.0,0.9954,3.13,0.46,9.8,6.0,1.0
6.9,0.19,0.35,5.0,0.067,32.0,150.0,0.995,3.36,0.48,9.8,5.0,1.0
7.2,0.19,0.31,1.6,0.041,20.34,102.902,0.9917,3.35,0.494,11.7,6.0,1.0
6.6,0.25,0.29,1.1,0.068,20.382,124.0,0.9914,3.34,0.58,11.0,5.0,1.0
6.2,0.16,0.33,1.1,0.057,21.0,82.0,0.992,3.32,0.46,10.9,7.0,1.0
6.4,0.18,0.35,1.0,0.045,20.411,108.0,0.992,3.31,0.35,10.9,6.0,1.0
6.8,0.2,0.59,0.9,0.147,20.015,132.0,0.993,3.05,0.53,9.1,6.0,1.0
6.9,0.25,0.35,1.3,0.039,29.0,191.0,0.9908,3.13,0.52,11.0,6.0,1.0
6.96,0.21,0.34,11.9,0.043,37.0,213.0,0.9962,3.09,0.487,9.6,6.0,1.0
6.0,0.19,0.26,12.4,0.048,50.0,147.0,0.9972,3.3,0.36,9.685,6.0,1.0
6.669,0.38,0.15,4.6,0.044,25.0,111.497,0.9931,3.11,0.38,11.706,6.0,1.0
6.846,0.2,0.36,1.2,0.043,44.0,111.0,0.993,3.36,0.502,9.9,6.0,1.0
6.8,0.26,0.24,4.9,0.049,36.559,123.0,0.9951,3.03,0.46,8.6,6.0,1.0
6.0,0.19,0.26,12.4,0.048,36.554,150.6,0.9972,3.3,0.479,8.9,6.0,1.0
7.0,0.47,0.07,1.1,0.035,17.0,151.0,0.991,3.249,0.34,10.5,5.0,1.0
7.361,0.38,0.15,4.6,0.044,25.0,73.742,0.9931,3.11,0.38,10.2,6.0,1.0
7.2,0.24,0.27,1.4,0.043,20.768,122.0,0.993,3.15,0.46,10.3,6.0,1.0
6.2,0.23,0.03,1.2,0.042,20.142,120.0,0.9934,3.236,0.54,9.1,5.0,1.0
6.4,0.26,0.24,6.4,0.04,25.859,124.0,0.9903,3.22,0.49,12.6,7.0,1.0
6.7,0.25,0.13,1.2,0.041,20.332,174.0,0.992,3.14,0.42,9.8,5.0,1.0
6.7,0.23,0.31,2.1,0.046,30.0,96.0,0.9926,3.33,0.64,10.7,8.0,1.0
7.4,0.24,0.29,10.1,0.05,21.0,105.0,0.9962,3.13,0.484,9.5,5.0,1.0
6.869,0.27,0.43,7.8,0.049,48.0,244.0,0.9956,3.1,0.51,9.439,6.0,1.0
6.8,0.3,0.319,4.6,0.061,50.5,238.5,0.996,3.32,0.48,9.5,5.0,1.0
6.0,0.27,0.211,4.8,0.063,31.0,201.0,0.9964,3.69,0.71,10.0,5.0,1.0
